metric,value
false_positives_value,"Matthew L. Guthrie, Esq., Barley Snyder, LLP, 14 Center Square, Hanover, PA 17331 ESTATE OF BRIAN L. RICE, DEC’D Late of Mt. Pleasant Township, Adams Attorney:"
false_positives_value,"George Vasiliadis, Esquire, Vasiliadis Pappas Associates, LLC, 2551 Baglyos Circle, Suite A-14, Bethlehem, PA 18020 JUBACK, EUGENIA, dec’d."
false_positives_value,"2-1/2) degrees East, sixty (60) feet; running thence North eighty-six (86) degrees and twenty-six (26) minutes West, sixty (60) feet to the East line of land conveyed by D. J. Sweet, Sheriff, to G. N. Walker; running thence along the said East line of said Walker land North two and one-half"
false_positives_value,"16 Tiger Way, Inc has been incorporated under the provisions of the Pennsylvania Business Corporation Law of 1988, as amended."
false_positives_value,"2929 Arch Street, 13th"
false_positives_value,"1500 Nissley Road, Landisville, PA 17538."
false_positives_value,"2022, Mother came to the office when Child was scheduled for therapy."
false_positives_value,"17, 2024, at 10:00 a.m. in Courtroom TBA, Delaware County Courthouse, Media, Pennsylvania, as the time and place for the hearing of said Petition, when and where all persons interested may appear and show cause, if any they have, why the prayer of said Petition should not be granted."
false_positives_value,"8, 2024 6."
false_positives_value,Barry Keiper and Jane Hummel.
false_positives_value,316.
false_positives_value,". COOPER v. BRYAN MCKAHAN; LISA MCKAHAN owner(s) of property situate in the MASONTOWN BOROUGH, FAYETTE County, Pennsylvania, being 231 SANGSTON AYE, MASONTOWN, PA 15461 DWELLING Tax ID No."
false_positives_value,"45 (THE “UNIT”), OF A MEADOWVIEW VILLAGE, Advertisements appearing for First Time Miscellaneous Notices IN (THE LOWER DAUPHIN CONDOMINIUM (THE “CONDOMINIUM”), PAXTON LOCATED COUNTY, TOWNSHIP, PENNSYLVANIA, WHICH UNIT IS DESIGNATED IN THE DECLARATION OF OF MEADOWVIEW CONDOMINIUM VILLAGE “DECLARATION OF CONDOMINIUM”)"
false_positives_value,"5 21 January 29, 2021 PIKE COUNTY LEGAL JOURNAL Ballen Sheila Crawshaw Susan Mortgage Electronic Registration System Inc Finance Of America Mortgage LLC"
false_positives_value,"28, 2024, to change the minor child’s name to F.J.B. A Hearing on the Petition is scheduled for Wednes- day, May 15, 2024, at 2 P.M. in Courtroom No. 5 of the Schuylkill County Courthouse, 401 North Sec- ond Street, Pottsville, PA 17901."
false_positives_value,426 tax claims and COUNTY TAX
false_positives_value,"22, 2012 and recorded on June 22, 2012, in the Mercer County Recorder of Deeds Office as Instrument No."
false_positives_value,"c/o Jacqueline A. Kelly, CELA, Esquire, Halbruner, Hatch & Guise, LLP, 3435"
false_positives_value,"847 W. Market Street, P.O. Box 258, Perkasie, PA 18944 HALL, ROBERT, dec’d."
false_positives_value,222-P-63. 106.
false_positives_value,"2000 Linglestown Road, Suite 202, Harrisburg, m22-a5 PA 17110"
false_positives_value,"42 MINUTES EAST 64 01 FEET TO A POINT AT OR NEAR THE SHORE LINE OF THE SCHUYLKILL RIVER, THENCE EXTENDING ALONG THE SAME SOUTH 69 DEGREES 18 MINUTES EAST 100 06 FEET TO A POINT, A CORNER, AND THENCE EXTENDING ALONG LINE OF LOT"
false_positives_value,prior instruments of record.
false_positives_value,"240 South Main Street, Suite 1206, Nazareth, PA 18064 BRADFORD, ROBERT F., dec’d."
false_positives_value,23 16281; Carmen R. Stanziola. (TMB).
false_positives_value,7 JUDICIAL LAW CLERK President Judge M. Theresa Johnson of the Court of Common Pleas of Berks County has a full-time law clerk position available.
false_positives_value,"(A, B, C, D) Earl D. Croner ET AL LOCATION PROPERTY: OF NOTICE IS HEREBY GIVEN that by virtue of a certain writ of execution issued out of the Court of Common Pleas of Somerset County, Pennsylvania, to me directed, I will expose to sale in the main lobby of the Courthouse at Somerset or such other location as announced prior to the sale."
false_positives_value,"850) 422-2520 No. 2263 of 2023 GD No. 59 of 2024 ED Wilmington Savings Fund Society, FSB, d/b/a Christiana Trust as Trustee for PNPMS Trust IV v. Chris Coughenour and Lori Coughenour By virtue of Writ of Execution No. 2263 of 2023 GD Wilmington Savings Fund Society, FSB, d/ b/a Christiana Trust as Trustee for PNPMS Trust IV v. Chris Coughenour and Lori Coughenour."
false_positives_value,2 4 $ 0 0 .
false_positives_value,"2014-00008747, granted and conveyed unto Daniel J. Lynn and Shayla M. Lynn."
false_positives_value,"1150 W. Penn Avenue, Womelsdorf, PA 19567 TSAKONAS, PETER E., dec’d."
false_positives_value,"Carol Curnoles and Barbara Masishin c/o Christina B. Roberts, Esquire, 3305 Edgmont Ave., Brookhaven, PA 19015."
false_positives_value,"631 Kelly Blvd PO Box 67 Slippery Rock PA 16057 BCLJ: June 16, 23, 30, 2023 Estate of: Dean J Brinker"
false_positives_value,"31, 2023)"
false_positives_value,"633 Court Street, Services Center, 8th floor, Reading, PA 19601."
false_positives_value,"420 S. York Road, B80, Hatboro, PA 19040."
false_positives_value,"104 Issues 33,34,35 Davis, Vertresse C. a/k/a Vertresse Chandler Davis a/k/a Vertresse C. Davis Late of Chartiers Twp."
false_positives_value,23 16209; Michael J. Dougherty.
false_positives_value,"580 Barrington Road, Collegeville, PA 19426."
false_positives_value,"642 Rively Avenue, L. Sherwood."
false_positives_value,"Harry D. Dantry, 229 Hooks Ln., Canonsburg, PA 15317"
false_positives_value,"2/5/2021 • 2/12/2021 ESTATE NOTICES Notice is hereby given that, in the Estate of the decedents set forth below, the Register of Wills, has granted let- ters testamentary or of administration to the persons named."
false_positives_value,"Amanda Gumble, Esq. 10:00 AM Docket #"
false_positives_value,22 (SALE NO. 5) Plaintiff:
false_positives_value,"001084—$93,049.60 Roger Fay, Esq. 856-724-1888 In the Commonwealth of Pennsylvania, County of Allegheny, Port Vue Borough: Having erected thereon a dwelling being known and numbered as 904 Pleasant Avenue, McKeesport, PA 15133"
false_positives_value,"0 0 0 , 1 $ L E C R A M Y L A B I L U O C I G N D A E R F O Y T I C L A G N O R T S 7 1 5 9 0 1 8 7 8 4 4 6 0 3 5 2 0"
false_positives_value,23 16186; Julie E. Goodchild.
false_positives_value,"64 Pa. D.&C. 2d 282, 286 (Pa. Com."
false_positives_value,"611 Heather Lane, Bryn Mawr, PA 19010."
false_positives_value,"837 A.2d 490, 494 (Pa. Super. 2003) (citation omitted)."
false_positives_value,14 2023 Upset Tax Sale Confirmation ..16 Appearance Docket ..............................21
false_positives_value,"1627 E. Sawmill Road, Quakertown, PA 18951."
false_positives_value,"1354 Drayton Lane, Wynnewood, PA 19096 THURBER JR., CARL also known as CARL THURBER, dec’d."
false_positives_value,"or Under Elizabeth K. Campbell MG-19-000591—$353,774.63 Robertson, Anschutz, Schneid, Crane & Partners, PLLC 855-225-6906 In the Commonwealth of Pennsylvania, County of Allegheny, Township of Upper St. Clair: Having erected thereon a dwelling being known and numbered as 2510 Edgewood Drive, Pittsburgh, PA 15241."
false_positives_value,0082-H-00191-0000-00. Pittsburgh—14th
false_positives_value,17 AND THE SOUTHEAST CORNER OF THE WITHIN DESCRIBED LOT.
false_positives_value,two nurturing parenting classes.
false_positives_value,"7 BRADFORD COUNTY LAW JOURNAL Executrix: Michelle Wood, 6638 Ber- wick Turnpike, Columbia Cross Roads, PA 16914 Attorneys: Casandra K. Blaney, Esquire, Brann, Williams, Caldwell & Blaney, 1090 West Main Street, Troy, PA 16947"
false_positives_value,"772 Stony Mt. Rd., Albrightsville, PA 18210."
false_positives_value,Brian Pirilla _______________________________________
false_positives_value,2018-1 at page 034228.
false_positives_value,"22 Arch Road, Plymouth Meeting, PA 19462."
false_positives_value,3/28/2024 Felipe Malaver Gutierrez to Sebastian Felipe Malaver.
false_positives_value,"four (4) months from the date hereof and to file with the Clerk of the Court of Common Pleas of PIKE County, Orphans' Court Division, a particular statement of claim, duly verified by an affidavit setting forth an address within the county where notice may be given to claimant."
false_positives_value,"Mark James Curtis & Michelle Ann Smith c/o Attorney: Natalie M. Ruschell, Esq., P.O. Box 577, Midway, PA 15060"
false_positives_value,610-373-0256E-mail
false_positives_value,"56-23-00578 MATTHEW R. ZATKO, Esq. 426 -----"
false_positives_value,"628 Buffalo Run Road, Bellefonte, PA 16823; and Dennis R. Jaworski, 947 Seibert Road, Bellefonte, PA 16823; Co-Executors; John R. Miller, III, Es- quire, MILLER, KISTLER & CAMPBELL, 124"
false_positives_value,2019-1 at page 256314.
false_positives_value,18 Civil Pretrials Juvenile Dependency 19 Juvenile Dependency 22 Non-Jury 23 Non-Jury Juvenile 24 Non-Jury Final PFA Hrngs.
false_positives_value,"Donna R. Carter a/k/a Donna Carter, deceased MG-23-000027—$82,996.40 Stern & Eisenberg, PC 215-572-8111 In the Commonwealth of Pennsylvania, County of Allegheny, and Municipality of Penn Hills: Having erected thereon a dwelling being known and numbered as 360 Dorothy Drive, Pittsburgh, PA 15235."
false_positives_value,"2007-HE7 MORTGAGE PASS-THROUGH CERTIFICATES, SERIES 2007-HE7 V. DENNIS A. CALVERT owner(s) of property situate in the CITY OF CONNELLSVILLE, FAYETTE County, Pennsylvania, being 524 RACE STREET, CONNELLSVILLE, PA 15425"
false_positives_value,"13, 2023 for the purposes of incorporating a Non-Profit Corpora- NORTHAMPTON COUNTY REPORTER Vol."
false_positives_value,"213 North Front Street, Harrisburg, PA 17101-1493."
false_positives_value,"104 Issues 34,35,36 Podish, Helen A. Late of Washington Washington Co., PA The Register of Wills has granted Letters WASHINGTON"
false_positives_value,"0 0 2 , 3 4 $ u c a l r u B l e i n a D 0 0 ."
false_positives_value,"212 W. Gay St. West Chester, PA 19380 DEBORAH ANN CRYOR a/k/a DEBBY CRYOR, dec’d."
false_positives_value,"306 Clairemont Road, Villanova, PA 19085."
false_positives_value,"4 2 South Market Street, Mount Carmel, Pennsylvania 17851, Improvements Thereon: any improvements thereon, Tax Parcel ID: 006-01-003-164-B, upon a Judgment at CV-22-1394, Amerihome Mortgage Company, LLC, against Manuel Martinez, Chelsea Martinez, and Moises Martinez, in the amount of $68,621.42, plus interest, costs and fees."
false_positives_value,513.
false_positives_value,"76 MOSIER LANE, WYALUSING, PA 18853."
false_positives_value,"240 South Main Street, Suite 1206, Nazareth, PA 18064 WAGNER, BETTY L., dec’d."
false_positives_value,"#225-G, Malvern, PA 19355 Atty."
false_positives_value,10:00 o’clock in the forenoon the following de- scribed property to wit: LEGAL DESCRIPTION
false_positives_value,004140; Citibank N. A. vs Russo; P-atty: Robert M. Kline AR-23-004139; Citibank N. A. vs Day; P-atty:
false_positives_value,"the Bradford County Courthouse in Towanda, PA on Wednesday, November 22, 2023"
false_positives_value,"6302, Page 337."
false_positives_value,"429 Piazza Way, Dresher, PA 19025."
false_positives_value,"23 SZYMKIEWICZ, KIANA - Morris, Cody D; 16185; Sean P. Stevens. (JBN)."
false_positives_value,"500 Meadowbrook Road, East Norriton, PA 19401."
false_positives_value,"128 West Cunningham Street Butler PA 16001 BCLJ: June 16, 23, 30, 2023 Estate of: Clifford Harold Sharer Jr"
false_positives_value,11294875 See Deed Book Instrument #2022022741 Sold as the property of: GENESIS OCASIO 22-11668
false_positives_value,"329A Main Street, Doylestown, PA 18901."
false_positives_value,"two story frame house being known as 1013 4th Street, Braddock, PA 15104."
false_positives_value,0273-K-00083-0000-00.
false_positives_value,"19083 CHRISTOS GIANNAKARIOS, dec’d."
false_positives_value,"11 Id. 12 Id. BERKS COUNTY LAW JOURNALIn Re: M.J.R., Jr. Vol."
false_positives_value,"001268—$29,578.88 Jennifer L. Cerce, Esq. 412-242-4400 of Allegheny, Borough"
false_positives_value,"006358—$21,490.24 Jennifer L. Cerce, Esq. 412-242-4400"
false_positives_value,"1988, as amended."
false_positives_value,"19015 JOHN E. SHALLES, dec’d."
false_positives_value,their attorney indicated.
false_positives_value,"1614 Bolton Rd., Wilmington, DE 19810."
false_positives_value,ten days from the date of filing the Schedule of Distribution.
false_positives_value,2/19/2024.
false_positives_value,"6, 2024)"
false_positives_value,"3, 2022, after BCCYS received reports that Mother had made attempts to contact Child through professional providers, therapists, and childcare service providers, the Honorable J. Benjamin Nevius issued an order that contact between Mother and Child shall only occur during supervised visitation at the frequency and level of supervision ordered by the Court.18 On November 3, 2022, after Child had been in placement for 12 months, BCCYS filed a Motion to Suspend Visitation based on a report BCCYS received that Mother told Child she would bring a knife to the next visit and kill him.19 Additionally, BCCYS received another report that during a therapy session with Andrea Karlunas from FenixCare Counseling, that Child reported that Mother said to him that she was going to kill him in front of his therapist.20 It was noted during visits that Child was extremely anxious and stated on multiple occasions that he does not want to attend visits with Mother.21 A hearing on this Motion to Suspend Visitation was scheduled before the Honorable J. Benjamin Nevius for November 28, 2022.22 After hearing held, the Honorable J. Benjamin Nevius suspended Mother’s Visitation by order dated December 6, 2022.23 Mother appealed this ruling to the Pennsylvania Superior Court."
false_positives_value,4 ON SAID PLAN NORTH 18 DEGREES 42 MINUTES EAST 155 FEET TO A POINT
false_positives_value,"3506 Kickapoo Dr., Sinking Spring, PA 19608."
false_positives_value,34 Fictitious Names $102.00 (runs 1 issue) lines (time the # of issues you run the ad) (runs 1 issue unless directed otherwise) 2024 Subscription Costs: • Member Rates: o Hard Copy: $90.00 o Electronic Copy: Free via member website portal • Non-Member Rates: o Hard Copy: $125.00 o Electronic Copy via email: $50.00 ESTATE & TRUST
false_positives_value,23 16318; Kay Mercein Mann.
false_positives_value,"41) degrees thirty-five (35) minutes west a distance of twenty (20) feet to a point; thence along Lot Number 73 on Plan of Lots of Litch, Couffer and Hess belonging now or late to Janko Baboric north forty-eight (48) degrees, twenty-five (25) minutes west a distance of one hundred (100) feet to a point in the easterly line of a concrete walk and curb running parallel to River Alley; thence along said concrete walk and curb parallel to River Alley north forty-one"
false_positives_value,717) 234-4582 LITIGATION ATTORNEY:
false_positives_value,"110 West Front Street Media, PA 19063 PHYLLIS M. BETZ, dec’d."
false_positives_value,"310 Hamilton Avenue, Farrell, PA 16121."
false_positives_value,"1513 West Street, Homestead, Pennsylvania 15120."
false_positives_value,"two adjoining tracts of land situate in South Connellsville Borough, formerly Connellsville Township, Fayette County, Pennsylvania. BEING THE SAME PREMISES which Constance P. McMahon and Leslie V. McMahon, Jr., Spouses to each other; Eric Cable, a single man; and Lachelle Kyte and Mark Kyte, spouses to each other, by Deed dated 3/21/2009 and recorded in the Office of the Recorder of Deeds of Fayette County on 4/21/2009 in Deed Book Volume 3091, Page 882, Instrument No. 200900004366 granted and conveyed unto Christopher Swink."
